case;event;time;Resource
158;1;21.09.2011-07:46:44;12
158;2;27.09.2011-13:20:30;12
158;3;22.10.2011-07:21:38;4
159;0;25.02.2011-10:55:02;7
159;1;25.02.2011-13:26:45;7
159;2;25.02.2011-13:28:30;7
159;3;16.04.2011-10:01:15;4
160;0;10.08.2010-07:16:09;10
160;1;12.08.2010-10:33:35;10
160;2;13.08.2010-07:24:41;10
160;3;10.09.2010-07:20:19;4
161;0;04.10.2011-15:47:43;0
161;0;07.10.2011-13:29:10;1
161;2;07.10.2011-13:30:00;1
161;3;17.11.2011-16:52:25;4
162;0;15.10.2010-08:27:20;8
162;1;27.10.2010-11:46:30;15
162;2;27.10.2010-11:46:36;15
162;3;28.11.2010-09:30:57;4
163;0;28.09.2010-12:44:01;1
163;1;28.09.2010-12:46:50;1
163;2;28.09.2010-14:03:08;1
163;3;04.11.2010-13:51:16;4
164;0;13.01.2012-16:36:23;1
164;2;13.01.2012-16:36:49;1
164;3;26.02.2012-16:40:38;4
165;0;11.02.2010-08:48:50;1
165;1;23.02.2010-16:56:28;1
165;2;23.02.2010-16:56:36;1
165;3;27.03.2010-08:50:35;4
166;0;23.11.2011-14:43:38;0
166;1;25.11.2011-10:12:19;0
166;5;25.11.2011-14:01:18;0
166;2;28.11.2011-09:25:00;0
166;2;28.11.2011-09:25:02;0
166;3;27.12.2011-10:10:16;4
167;0;09.01.2012-10:01:47;0
167;1;09.01.2012-11:20:28;5
167;2;09.01.2012-11:21:29;5
167;3;22.02.2012-10:10:48;4
168;0;28.01.2013-17:05:44;0
168;2;13.02.2013-09:43:10;3
168;3;28.02.2013-09:43:20;2
169;0;02.05.2012-15:54:51;0
169;1;03.05.2012-07:51:09;5
169;5;03.05.2012-08:01:21;5
169;1;17.05.2012-07:46:38;10
169;5;17.05.2012-07:47:13;10
169;2;18.05.2012-07:18:57;1
169;3;02.06.2012-07:19:04;4
170;0;29.08.2011-14:12:48;12
170;0;30.08.2011-09:49:49;14
170;1;30.08.2011-10:06:35;14
170;2;31.08.2011-07:34:45;12
170;3;12.10.2011-14:20:14;4
171;0;16.09.2010-16:02:20;8
171;1;21.09.2010-14:03:12;13
171;2;27.09.2010-10:08:54;13
171;3;14.11.2010-17:00:47;4
172;0;15.11.2010-09:15:12;8
172;0;15.11.2010-09:15:27;8
172;1;16.11.2010-12:58:01;11
172;2;16.11.2010-13:01:14;11
172;3;13.01.2011-09:21:08;4
173;0;24.10.2011-10:22:28;3
173;1;03.11.2011-15:48:18;3
173;5;04.11.2011-16:24:35;3
173;2;09.11.2011-14:20:52;3
173;3;14.12.2011-09:40:33;4
174;0;05.10.2010-07:46:59;1
174;1;05.10.2010-07:59:41;1
174;2;05.10.2010-08:00:18;1
174;3;19.11.2010-09:00:53;4
175;0;17.07.2012-10:44:26;0
175;1;17.07.2012-10:44:48;0
175;2;18.07.2012-13:11:34;1
175;3;01.09.2012-10:50:31;4
176;0;18.01.2012-08:12:04;0
176;1;18.01.2012-08:21:52;0
176;2;18.01.2012-09:42:03;0
176;3;18.02.2012-08:21:43;4
177;0;22.02.2012-14:49:43;0
177;1;22.02.2012-14:49:52;0
177;2;29.02.2012-09:36:49;0
177;3;24.03.2012-14:50:18;4
178;0;11.04.2012-13:30:07;0
178;1;12.04.2012-09:29:39;12
178;2;12.04.2012-12:57:39;12
178;3;12.05.2012-13:40:20;4
179;0;06.10.2011-10:23:22;0
179;1;06.10.2011-14:07:44;0
179;2;06.10.2011-14:31:30;0
179;3;19.11.2011-11:30:36;4
180;0;29.09.2011-09:51:55;0
180;2;30.09.2011-13:14:19;11
180;3;01.11.2011-11:00:50;4
181;0;20.05.2010-08:31:32;5
181;1;24.05.2010-10:55:17;1
181;2;24.05.2010-10:59:57;1
181;3;23.06.2010-08:40:25;4
182;4;19.05.2010-15:08:49;14
182;0;20.05.2010-07:53:47;14
182;1;24.05.2010-07:15:57;14
182;2;24.05.2010-07:18:09;14
182;3;25.06.2010-15:10:30;4
183;0;17.06.2013-08:24:55;13
183;1;17.06.2013-08:49:07;1
183;1;18.06.2013-14:38:48;1
183;5;19.06.2013-09:14:01;1
183;2;12.07.2013-15:33:54;1
183;3;27.07.2013-15:34:13;2
184;0;02.11.2010-13:49:59;1
184;1;03.11.2010-14:06:18;1
184;5;03.11.2010-14:06:51;1
184;1;18.11.2010-09:52:12;1
184;2;18.11.2010-09:52:18;1
184;3;03.12.2010-09:52:30;4
185;0;13.07.2012-08:20:00;12
185;1;13.07.2012-13:25:40;5
185;5;13.07.2012-13:48:10;5
185;2;18.07.2012-07:05:36;5
185;3;01.09.2012-08:13:21;4
186;0;25.10.2010-13:14:08;8
186;1;27.10.2010-13:27:14;1
186;2;27.10.2010-13:29:30;1
186;3;09.12.2010-14:22:27;4
187;0;09.01.2012-13:58:58;1
187;1;09.01.2012-13:59:09;1
187;2;10.01.2012-09:03:01;1
187;3;09.02.2012-14:00:15;4
188;0;02.02.2010-13:49:13;1
188;0;02.02.2010-14:04:15;1
188;1;03.02.2010-14:27:07;1
188;2;03.02.2010-14:27:16;1
188;3;18.03.2010-13:50:26;4
189;0;21.02.2011-15:36:25;12
189;1;21.02.2011-16:44:27;12
189;2;03.03.2011-14:26:19;12
189;3;02.04.2011-14:15:17;4
190;0;27.05.2013-08:03:42;13
190;0;27.05.2013-08:03:54;13
190;1;27.05.2013-10:17:58;3
190;2;02.07.2013-07:27:38;3
190;3;17.07.2013-07:27:56;2
191;0;04.07.2013-10:02:50;13
191;0;04.07.2013-10:08:34;13
191;1;04.07.2013-10:10:10;0
191;2;18.07.2013-13:02:35;0
191;3;02.08.2013-13:02:53;2
191;1;05.08.2013-07:50:34;9
191;2;09.08.2013-10:29:51;9
191;3;24.08.2013-10:30:08;2
192;0;12.04.2013-07:32:41;0
192;1;22.04.2013-07:06:20;1
192;5;22.04.2013-07:12:11;8
192;2;29.04.2013-10:31:09;8
192;3;14.05.2013-10:31:25;2
193;0;08.02.2012-11:28:03;0
193;1;10.02.2012-10:28:30;9
193;2;05.03.2012-11:31:08;9
193;3;20.03.2012-11:31:31;4
194;0;21.09.2010-10:53:00;8
194;1;23.09.2010-09:25:07;1
194;5;27.09.2010-10:09:43;13
194;1;29.09.2010-07:06:22;8
194;5;29.09.2010-08:04:55;8
194;1;29.09.2010-12:29:35;8
194;2;29.09.2010-12:29:47;8
194;3;13.11.2010-13:30:16;4
195;0;16.11.2011-10:45:30;0
195;1;17.11.2011-13:31:33;0
195;2;17.11.2011-13:32:09;0
195;3;30.12.2011-10:50:28;4
196;0;01.06.2012-08:18:57;0
196;1;04.06.2012-07:56:22;1
196;2;04.06.2012-09:46:33;3
196;2;04.06.2012-09:46:33;3
196;3;11.07.2012-08:20:27;4
197;0;28.04.2011-13:46:15;7
197;1;28.04.2011-13:46:46;7
197;2;09.05.2011-15:43:48;16
197;3;14.06.2011-10:13:10;4
198;1;13.12.2011-15:45:50;0
198;2;14.12.2011-10:27:28;0
198;3;13.01.2012-15:50:26;4
199;0;12.04.2012-14:59:24;0
199;1;13.04.2012-15:07:02;3
199;2;16.04.2012-13:40:01;3
199;3;20.05.2012-15:00:40;4
200;0;22.08.2011-07:06:31;8
200;1;22.08.2011-09:14:28;12
200;2;22.08.2011-09:31:48;12
200;3;22.09.2011-07:10:16;4
201;0;19.04.2013-14:31:08;13
201;1;19.04.2013-14:55:31;13
201;5;19.04.2013-15:15:44;13
201;2;14.05.2013-12:39:59;13
201;3;29.05.2013-12:40:19;2
202;0;11.06.2010-10:18:02;14
202;1;11.06.2010-12:22:40;14
202;2;16.06.2010-08:04:16;14
202;3;14.07.2010-10:20:16;4
203;0;31.10.2011-15:30:39;0
203;1;31.10.2011-15:30:50;0
203;2;02.11.2011-13:41:11;0
203;3;14.12.2011-15:40:32;4
204;0;07.12.2010-11:10:52;7
204;1;09.12.2010-11:19:43;6
204;5;20.12.2010-14:24:30;6
204;1;21.12.2010-13:36:16;1
204;2;21.12.2010-14:31:29;1
204;3;21.01.2011-11:20:31;4
205;0;04.03.2011-10:26:28;7
205;1;04.03.2011-10:29:32;7
205;5;04.03.2011-11:32:51;8
205;1;11.03.2011-11:48:16;8
205;2;11.03.2011-11:48:28;8
205;3;10.04.2011-10:48:53;4
206;0;21.06.2011-13:40:37;1
206;1;23.06.2011-13:54:10;1
206;2;11.07.2011-07:42:06;1
206;3;26.07.2011-07:42:22;4
207;0;12.10.2010-10:50:55;1
207;1;12.10.2010-12:58:07;1
207;2;12.10.2010-15:05:33;1
207;3;27.11.2010-12:00:28;4
208;0;11.01.2012-10:39:43;1
208;1;11.01.2012-10:40:06;1
208;2;11.01.2012-10:41:58;1
208;3;17.02.2012-10:40:45;4
209;0;11.06.2013-12:42:37;13
209;1;14.06.2013-13:30:28;8
209;5;20.06.2013-09:25:14;8
209;2;05.07.2013-14:29:45;8
209;3;20.07.2013-14:30:02;2
210;0;02.08.2012-10:02:57;12
210;2;03.08.2012-12:56:13;12
210;3;08.09.2012-10:10:31;4
211;0;14.05.2012-12:39:34;1
211;1;14.05.2012-12:39:41;1
211;2;14.05.2012-13:28:38;1
211;3;29.06.2012-12:40:32;4
212;0;19.07.2011-10:43:29;12
212;2;27.07.2011-08:19:08;5
212;3;19.08.2011-10:50:42;4
213;0;26.01.2011-08:16:35;7
213;0;26.01.2011-08:57:02;7
213;1;26.01.2011-08:57:35;7
213;2;27.01.2011-08:24:33;7
213;3;26.02.2011-08:20:46;4
214;0;15.04.2010-07:13:46;1
214;1;27.04.2010-14:30:12;1
214;2;27.04.2010-14:30:18;1
214;3;27.05.2010-14:30:44;4
215;0;24.03.2010-11:14:07;1
215;0;24.03.2010-11:14:29;1
215;1;24.03.2010-11:14:37;1
215;2;24.03.2010-11:14:41;1
215;3;28.04.2010-10:21:00;4
216;0;04.03.2011-09:34:36;7
216;1;04.03.2011-09:35:05;7
216;2;08.03.2011-15:20:32;1
216;3;13.04.2011-08:40:35;4
217;0;25.03.2011-16:16:00;7
217;1;25.03.2011-16:17:36;7
217;2;25.03.2011-16:31:47;1
217;1;28.03.2011-09:02:16;1
217;5;31.03.2011-15:35:15;1
217;1;08.04.2011-12:49:14;1
217;2;08.04.2011-13:01:12;1
217;3;27.04.2011-15:20:31;4
218;1;11.11.2011-10:10:51;0
218;5;11.11.2011-10:52:25;0
218;1;15.11.2011-08:46:26;0
218;2;15.11.2011-08:47:32;0
218;2;15.11.2011-08:47:33;0
218;3;16.12.2011-08:10:17;4
219;0;25.07.2011-11:03:37;12
219;1;28.07.2011-13:41:04;12
219;5;04.08.2011-09:47:48;12
219;2;04.08.2011-13:25:57;12
219;3;09.09.2011-14:40:38;4
220;0;23.11.2011-10:46:01;1
220;1;25.11.2011-15:11:06;8
220;2;28.11.2011-11:46:18;8
220;3;24.12.2011-10:50:46;4
221;0;01.02.2012-11:34:03;1
221;2;01.02.2012-11:35:16;1
221;3;09.03.2012-11:40:26;4
222;0;15.03.2012-13:28:02;0
222;1;16.03.2012-11:30:26;0
222;2;16.03.2012-15:29:01;0
222;2;16.03.2012-15:29:02;0
222;3;19.04.2012-12:31:21;4
223;0;28.05.2012-14:20:59;8
223;1;28.05.2012-14:21:21;8
223;5;28.05.2012-14:41:06;8
223;2;29.05.2012-08:06:03;8
223;3;28.06.2012-08:06:32;4
224;0;21.07.2011-13:48:19;8
224;2;22.07.2011-13:05:46;12
224;3;07.09.2011-13:50:31;4
225;0;11.04.2011-16:01:34;12
225;1;11.04.2011-16:01:52;12
225;2;13.04.2011-10:20:49;8
225;3;12.05.2011-16:00:30;4
226;0;17.05.2011-09:14:34;7
226;1;17.05.2011-09:14:52;7
226;2;20.05.2011-12:41:53;7
226;3;30.06.2011-09:20:44;4
227;0;22.09.2010-15:39:16;13
227;1;23.09.2010-08:37:42;1
227;2;23.09.2010-08:38:14;1
227;3;05.11.2010-16:40:43;4
228;0;23.11.2011-09:44:28;0
228;2;23.11.2011-11:21:30;1
228;3;15.01.2012-09:50:48;4
229;0;05.09.2013-12:44:56;13
229;0;05.09.2013-12:45:51;13
229;1;05.09.2013-12:48:44;8
229;5;09.09.2013-15:56:08;8
229;2;27.09.2013-13:20:43;8
229;3;12.10.2013-13:20:59;2
230;0;19.10.2010-14:08:14;13
230;0;20.10.2010-16:03:58;1
230;1;20.10.2010-16:04:16;1
230;2;21.10.2010-08:26:29;14
230;3;03.12.2010-15:10:20;4
231;0;10.09.2013-08:11:26;1
231;1;10.09.2013-08:15:40;1
231;5;11.09.2013-10:47:46;1
231;5;18.09.2013-07:31:36;1
231;2;26.09.2013-08:48:37;13
231;2;26.09.2013-08:48:37;13
231;3;11.10.2013-08:48:48;2
232;0;19.10.2012-09:25:05;0
232;1;05.11.2012-11:27:44;15
232;5;05.11.2012-14:08:15;15
232;2;21.11.2012-10:06:35;14
232;3;06.12.2012-10:06:50;2
233;0;23.06.2010-15:57:59;1
233;0;28.06.2010-12:12:55;1
233;1;07.07.2010-10:10:15;1
233;2;07.07.2010-10:10:30;1
233;3;06.08.2010-10:10:45;4
234;4;02.05.2013-12:59:40;13
234;0;02.05.2013-13:00:57;1
234;1;02.05.2013-13:01:18;1
234;5;02.05.2013-13:34:45;1
234;2;10.06.2013-13:10:05;1
234;3;25.06.2013-13:10:20;2
235;0;19.01.2011-10:08:18;1
235;1;04.02.2011-16:33:09;8
235;2;07.02.2011-10:48:08;8
235;3;22.02.2011-10:48:21;4
236;0;12.08.2013-13:14:38;3
236;1;26.08.2013-10:33:33;1
236;7;28.08.2013-13:00:20;0
236;2;30.08.2013-08:10:30;0
236;3;14.09.2013-08:10:40;2
237;0;23.07.2010-14:27:40;13
237;1;27.07.2010-07:36:36;1
237;2;27.07.2010-07:37:32;1
237;3;05.09.2010-14:30:28;4
238;0;14.07.2011-13:26:36;12
238;1;14.07.2011-15:50:15;5
238;2;03.08.2011-08:14:00;5
238;3;18.08.2011-08:14:13;4
239;0;27.07.2011-15:30:16;1
239;1;02.08.2011-15:54:16;1
239;2;10.08.2011-12:43:40;11
239;3;27.08.2011-15:40:15;4
240;0;17.05.2012-15:53:08;0
240;1;18.05.2012-06:58:20;5
240;2;21.05.2012-08:27:17;15
240;3;30.06.2012-16:03:05;4
241;0;02.08.2012-09:26:04;12
241;1;22.08.2012-14:24:49;2
241;2;22.08.2012-14:28:26;1
241;3;06.09.2012-14:28:38;2
242;0;20.06.2012-14:41:25;12
242;1;20.06.2012-14:44:02;12
242;2;20.06.2012-14:44:33;12
242;3;27.07.2012-14:50:28;4
243;0;24.11.2010-17:02:59;13
243;1;24.11.2010-17:21:52;13
243;2;24.11.2010-17:22:00;13
243;3;08.01.2011-17:00:35;4
244;0;28.04.2010-15:21:11;1
244;1;29.04.2010-10:15:16;1
244;2;03.05.2010-12:56:35;1
244;3;29.05.2010-15:30:18;4
245;0;27.10.2010-15:21:46;1
245;0;02.11.2010-14:57:09;1
245;1;02.11.2010-14:57:16;1
245;2;02.11.2010-14:57:22;1
245;3;15.12.2010-16:30:20;4
246;4;10.08.2012-06:59:37;3
246;1;10.08.2012-07:02:47;3
246;2;10.08.2012-07:18:58;3
246;3;12.09.2012-16:00:35;4
247;0;08.11.2011-13:32:15;3
247;2;09.11.2011-08:39:45;5
247;2;09.11.2011-08:39:46;5
247;3;22.12.2011-13:41:13;4
248;0;20.04.2011-07:34:05;7
248;1;20.04.2011-07:35:25;7
248;2;27.04.2011-09:53:20;12
248;3;21.05.2011-07:40:39;4
249;0;22.02.2011-17:06:59;12
249;1;22.02.2011-17:07:16;12
249;2;28.02.2011-10:43:36;15
249;3;07.04.2011-16:00:44;4
250;0;26.06.2012-14:50:34;0
250;1;03.07.2012-07:44:06;8
250;2;06.07.2012-08:50:50;8
250;3;27.07.2012-15:00:21;4
251;0;19.01.2011-14:55:14;13
251;1;19.01.2011-14:55:35;13
251;2;20.01.2011-15:21:38;13
251;1;24.01.2011-13:38:44;1
251;2;28.02.2011-09:40:26;1
251;3;15.03.2011-09:40:47;4
252;0;01.10.2012-15:49:38;1
252;1;01.10.2012-15:51:03;2
252;2;22.10.2012-14:13:31;12
252;3;06.11.2012-15:13:45;2
253;0;23.11.2010-09:55:28;1
253;1;30.11.2010-14:09:41;1
253;2;30.11.2010-14:10:42;1
253;3;09.01.2011-10:02:17;4
254;0;06.03.2012-08:24:19;3
254;1;06.03.2012-13:39:56;8
254;2;06.03.2012-14:07:30;8
254;3;13.04.2012-07:30:29;4
255;0;11.01.2011-16:41:38;12
255;1;27.01.2011-10:59:56;12
255;2;27.01.2011-11:00:26;12
255;3;11.02.2011-11:00:42;4
256;0;28.01.2011-11:42:47;7
256;1;09.02.2011-13:50:46;7
256;2;09.02.2011-13:50:56;7
256;3;13.03.2011-11:50:25;4
257;0;02.12.2010-09:21:12;8
257;1;02.12.2010-10:16:17;8
257;5;02.12.2010-10:16:35;8
257;1;06.12.2010-16:45:40;1
257;2;06.12.2010-16:45:48;1
257;3;14.01.2011-16:00:39;4
258;0;23.03.2010-08:10:15;1
258;0;24.03.2010-08:39:07;9
258;1;24.03.2010-08:39:20;9
258;2;06.05.2010-07:36:35;9
258;3;21.05.2010-07:36:57;4
259;0;18.10.2010-13:15:06;13
259;0;18.10.2010-13:29:40;13
259;1;19.10.2010-10:17:06;13
259;2;15.11.2010-13:47:26;13
259;3;30.11.2010-13:47:45;4
260;0;30.07.2012-10:55:26;3
260;1;30.07.2012-10:55:48;3
260;2;30.07.2012-13:14:37;3
260;3;01.09.2012-08:14:21;4
261;0;29.01.2013-16:05:40;0
261;1;05.02.2013-11:55:30;1
261;5;06.02.2013-09:11:35;8
261;2;12.02.2013-17:06:06;8
261;5;12.02.2013-17:06:51;8
261;2;18.02.2013-11:02:06;8
261;3;05.03.2013-11:02:19;2
262;0;28.12.2011-16:51:52;0
262;1;29.12.2011-10:16:43;9
262;2;30.12.2011-08:01:38;9
262;3;28.01.2012-17:01:45;4
263;0;09.03.2011-13:27:13;7
263;1;11.03.2011-08:05:59;5
263;2;11.03.2011-08:22:38;5
263;3;22.04.2011-12:32:47;4
264;0;14.10.2013-13:50:24;1
264;1;14.10.2013-13:51:08;1
264;2;07.11.2013-16:01:57;13
264;3;22.11.2013-16:02:18;2
265;0;18.06.2012-10:49:00;12
265;2;20.06.2012-07:11:19;0
265;2;20.06.2012-07:11:20;0
265;3;31.07.2012-10:50:36;4
266;0;05.05.2011-09:41:25;7
266;1;05.05.2011-09:42:08;7
266;2;05.05.2011-13:14:58;1
266;3;18.06.2011-09:50:22;4
267;4;23.07.2010-08:22:58;14
267;0;23.07.2010-08:23:24;14
267;1;23.07.2010-08:29:53;14
267;2;23.07.2010-09:53:25;14
267;3;25.08.2010-08:30:37;4
268;1;12.12.2011-08:40:49;12
268;2;03.01.2012-09:15:12;12
268;3;18.01.2012-09:15:26;4
269;0;01.04.2011-08:48:44;1
269;1;01.04.2011-08:49:20;1
269;5;01.04.2011-09:42:02;1
269;5;01.04.2011-10:40:01;1
269;1;04.04.2011-10:05:40;1
269;2;06.04.2011-10:48:27;1
269;3;05.05.2011-09:10:43;4
270;4;08.03.2010-11:43:25;10
270;0;08.03.2010-11:44:57;10
270;0;08.03.2010-11:45:49;10
270;1;08.03.2010-11:52:48;10
270;2;08.03.2010-17:00:50;10
270;3;21.04.2010-10:50:28;4
271;0;25.01.2012-07:58:57;0
271;1;25.01.2012-08:39:02;5
271;5;01.02.2012-11:28:32;11
271;2;28.02.2012-17:21:41;11
271;3;14.03.2012-17:21:55;4
272;0;25.03.2010-15:16:03;15
272;1;25.03.2010-15:32:12;15
272;2;25.03.2010-17:10:30;15
272;3;27.04.2010-14:20:22;4
273;0;20.04.2012-10:47:22;0
273;1;26.04.2012-08:37:56;12
273;2;26.04.2012-12:19:28;12
273;3;07.06.2012-10:50:26;4
274;0;08.06.2010-12:44:14;14
274;1;28.06.2010-14:02:44;5
274;2;28.06.2010-14:07:25;5
274;3;13.07.2010-14:07:44;4
275;4;30.03.2010-15:58:20;10
275;0;30.03.2010-15:58:35;10
275;1;30.03.2010-15:59:10;10
275;2;30.03.2010-16:13:29;10
275;3;13.05.2010-16:00:27;4
276;0;13.03.2012-09:47:21;0
276;1;13.03.2012-09:48:04;3
276;2;14.03.2012-14:35:22;3
276;3;20.04.2012-08:50:58;4
277;0;24.05.2010-12:55:50;1
277;5;25.05.2010-15:38:49;11
277;1;16.06.2010-08:46:50;1
277;5;16.06.2010-08:47:04;1
277;1;21.06.2010-15:04:47;15
277;2;22.06.2010-12:27:44;5
277;3;07.07.2010-12:27:55;4
278;0;07.10.2011-09:50:02;3
278;2;07.10.2011-09:50:33;3
278;3;26.11.2011-11:00:49;4
279;0;25.11.2010-14:02:43;1
279;1;25.11.2010-14:03:26;1
279;5;25.11.2010-15:56:39;1
279;1;29.11.2010-16:25:15;1
279;2;29.11.2010-16:25:22;1
279;1;30.11.2010-10:58:20;1
279;2;01.12.2010-14:33:08;1
279;3;01.01.2011-14:40:31;4
280;0;30.06.2011-13:42:32;7
280;0;30.06.2011-13:42:53;7
280;1;04.07.2011-12:19:44;12
280;2;04.07.2011-12:57:06;12
280;3;02.08.2011-13:52:00;4
281;0;21.08.2013-15:30:41;0
281;1;27.08.2013-07:28:49;1
281;2;13.09.2013-13:22:07;13
281;3;28.09.2013-13:22:21;2
282;0;12.06.2012-09:18:08;0
282;1;18.06.2012-10:01:49;9
282;2;02.07.2012-09:44:23;9
282;3;17.07.2012-09:44:46;4
283;0;08.11.2011-08:24:00;1
283;1;08.11.2011-08:24:19;1
283;2;08.11.2011-08:34:52;1
283;3;06.01.2012-08:31:20;4
284;0;02.05.2012-10:41:57;0
284;1;03.05.2012-08:00:14;8
284;2;03.05.2012-14:34:29;8
284;3;02.06.2012-10:50:45;4
285;0;29.04.2013-07:33:38;13
285;1;29.04.2013-09:35:06;11
285;2;31.05.2013-16:02:09;11
285;3;15.06.2013-16:02:25;2
286;0;08.02.2011-07:48:56;1
286;1;08.02.2011-07:49:34;1
286;2;08.02.2011-10:49:59;1
286;3;03.04.2011-07:19:00;4
287;0;17.11.2011-09:35:43;0
287;1;17.11.2011-09:36:01;0
287;2;17.11.2011-14:00:05;0
287;3;24.12.2011-09:40:29;4
288;0;07.09.2010-14:11:07;13
288;1;07.09.2010-14:44:49;10
288;2;07.09.2010-15:39:38;10
288;3;21.10.2010-14:20:35;4
289;0;14.02.2012-11:05:29;3
289;5;15.02.2012-09:20:13;3
289;2;29.02.2012-15:31:24;0
289;2;29.02.2012-15:31:28;0
289;3;04.04.2012-07:30:48;4
290;0;13.10.2010-10:21:33;1
290;0;13.10.2010-10:21:52;1
290;1;13.10.2010-10:22:15;1
290;2;20.10.2010-15:23:37;1
290;3;20.11.2010-11:30:36;4
291;0;02.08.2012-08:46:54;3
291;1;02.08.2012-08:48:49;3
291;2;02.08.2012-08:49:07;3
291;3;06.09.2012-08:50:13;4
292;0;27.07.2012-13:10:43;0
292;1;10.08.2012-13:16:56;12
292;2;14.08.2012-08:26:51;12
292;3;13.09.2012-13:20:37;4
293;0;14.05.2010-12:55:15;5
293;1;14.05.2010-13:02:16;5
293;2;14.05.2010-13:24:16;5
293;3;20.06.2010-13:00:45;4
294;0;15.02.2012-09:20:54;8
294;1;15.02.2012-09:30:22;5
294;2;15.02.2012-13:06:58;16
294;2;15.02.2012-13:06:59;16
294;3;30.03.2012-08:31:03;4
295;0;28.05.2013-07:02:36;13
295;1;17.06.2013-12:42:33;8
295;5;17.06.2013-14:24:47;8
295;2;27.06.2013-12:37:05;8
295;3;12.07.2013-12:37:18;2
296;0;15.07.2010-10:44:37;18
296;1;15.07.2010-12:54:40;1
296;2;15.07.2010-13:10:18;1
296;3;17.08.2010-10:50:14;4
297;0;30.11.2010-16:41:26;1
297;1;01.12.2010-09:11:18;6
297;2;01.12.2010-09:11:26;6
297;3;01.01.2011-16:50:34;4
298;0;06.08.2013-09:33:42;8
298;1;06.08.2013-12:54:04;1
298;5;13.08.2013-10:31:42;8
298;2;23.08.2013-13:09:07;8
298;3;07.09.2013-13:09:20;2
299;0;21.03.2012-16:34:29;0
299;1;21.03.2012-16:34:39;0
299;2;26.03.2012-10:31:22;0
299;3;21.04.2012-15:41:09;4
300;0;06.05.2010-11:05:09;5
300;1;06.05.2010-13:01:24;5
300;2;06.05.2010-13:27:07;5
300;1;06.05.2010-14:36:41;11
300;5;06.05.2010-16:06:08;11
300;1;07.05.2010-12:17:30;11
300;2;07.05.2010-12:17:43;11
300;3;10.06.2010-11:02:00;4
301;0;19.11.2010-16:53:47;8
301;1;19.11.2010-17:24:12;5
301;2;22.11.2010-08:52:33;5
301;3;26.12.2010-17:00:29;4
302;0;06.02.2012-08:29:21;1
302;1;06.02.2012-08:29:28;1
302;2;06.02.2012-08:57:12;1
302;3;15.03.2012-08:30:46;4
303;0;05.10.2011-15:48:23;0
303;1;06.10.2011-09:30:22;8
303;2;06.10.2011-13:48:54;8
303;3;12.11.2011-16:52:36;4
304;0;07.05.2012-07:41:52;8
304;1;07.05.2012-08:10:51;8
304;5;07.05.2012-10:36:28;8
304;2;15.05.2012-12:35:47;8
304;3;22.06.2012-08:50:22;4
305;0;20.09.2010-15:22:31;1
305;1;20.09.2010-15:23:07;1
305;2;20.09.2010-15:24:30;1
305;3;03.11.2010-16:30:42;4
306;0;22.06.2012-08:02:35;0
306;1;25.06.2012-10:06:08;8
306;2;25.06.2012-10:27:09;8
306;3;09.08.2012-08:10:38;4
307;0;18.02.2013-13:36:44;3
307;1;02.04.2013-14:32:10;1
307;2;02.04.2013-14:51:20;1
307;3;17.04.2013-14:51:43;2
308;0;20.07.2012-07:01:09;0
308;1;23.07.2012-14:08:08;0
308;2;23.07.2012-14:21:41;0
308;3;13.09.2012-07:10:26;4
309;0;09.06.2011-10:44:39;12
309;1;01.07.2011-07:47:17;6
309;5;01.07.2011-15:15:06;6
309;2;14.07.2011-15:42:45;1
309;3;29.07.2011-15:43:11;4
310;0;20.03.2012-10:06:09;3
310;1;20.03.2012-10:06:45;3
310;2;20.03.2012-10:07:16;3
310;3;20.04.2012-09:10:28;4
311;0;18.07.2012-10:56:55;0
311;1;18.07.2012-13:29:20;5
311;2;19.07.2012-07:10:42;5
311;3;01.09.2012-08:14:11;4
312;0;03.04.2013-14:32:41;0
312;1;19.04.2013-07:23:40;1
312;5;19.04.2013-13:30:03;3
312;7;19.04.2013-14:49:21;3
312;5;19.04.2013-14:49:38;3
312;2;30.04.2013-13:26:35;8
312;2;30.04.2013-13:33:08;8
312;3;15.05.2013-13:26:57;2
313;0;14.04.2011-08:29:40;12
313;1;18.04.2011-09:50:42;1
313;2;18.04.2011-09:57:59;1
313;3;28.05.2011-08:30:33;4
314;0;09.11.2010-15:17:13;13
314;1;09.11.2010-15:17:47;13
314;5;18.11.2010-15:11:59;13
314;1;06.12.2010-15:21:54;13
314;2;06.12.2010-15:22:11;13
314;3;21.12.2010-15:22:22;4
315;0;03.09.2010-08:38:27;6
315;0;03.09.2010-08:48:54;1
315;1;06.09.2010-15:27:05;10
315;2;06.09.2010-15:28:17;10
315;3;13.10.2010-08:40:41;4
316;0;24.09.2013-07:24:55;0
316;1;24.09.2013-07:25:43;0
316;7;10.10.2013-06:53:09;1
316;2;18.10.2013-15:30:47;0
316;3;02.11.2013-16:31:07;2
317;0;28.05.2012-14:36:21;3
317;1;30.05.2012-11:01:54;3
317;2;31.05.2012-07:51:47;3
317;3;28.06.2012-14:40:27;4
318;0;28.12.2010-16:23:40;7
318;1;18.01.2011-15:33:26;1
318;5;18.01.2011-15:40:19;1
318;1;21.01.2011-14:36:47;1
318;2;21.01.2011-14:36:56;1
318;3;05.02.2011-14:37:10;4
319;0;27.12.2010-16:12:53;12
319;1;27.12.2010-16:51:07;1
319;2;20.01.2011-10:48:38;1
